nba_id,player_name,season,age,tm_id,team_name,dpm,o_dpm,d_dpm,box_odpm,box_ddpm,on_off_odpm,on_off_ddpm
2200,Pau Gasol,2008,27.94874603,1610612747,Los Angeles Lakers,2.511659389,2.165613603,0.346045786,1.081378577,0.6405821903,2.46357041,0.2974811532
2200,Pau Gasol,2009,28.93987515,1610612747,Los Angeles Lakers,3.112330793,2.11977488,0.9925559125,1.145612666,0.6056054378,2.341077306,1.045298512
2200,Pau Gasol,2010,29.94743183,1610612747,Los Angeles Lakers,2.48812329,1.758116075,0.7300072147,2.316206898,1.508797297,1.64739036,0.6372996279
2200,Pau Gasol,2011,30.83725769,1610612747,Los Angeles Lakers,2.907507462,1.947659806,0.9598476563,1.544260792,1.496436121,2.018672633,0.9031722619
2200,Pau Gasol,2012,31.87493155,1610612747,Los Angeles Lakers,2.044581215,1.162676448,0.8819047669,0.2207829057,1.428556934,1.314060035,0.8291891494
2200,Pau Gasol,2013,32.81130216,1610612747,Los Angeles Lakers,1.111975284,0.5751767531,0.5367985309,0.4714758714,0.185194878,0.5909456326,0.5688776927
2200,Pau Gasol,2014,33.77778995,1610612747,Los Angeles Lakers,-0.5377607953,-0.02503796744,-0.5127228278,0.7277624164,0.3669122429,-0.1330305916,-0.5884354084
2200,Pau Gasol,2015,34.85379477,1610612741,Chicago Bulls,-0.4497195892,-0.2107347602,-0.2389848291,0.4602299118,0.6131216098,-0.2996071959,-0.3067041394
2200,Pau Gasol,2016,35.77099989,1610612741,Chicago Bulls,-0.4030016838,-0.7901504476,0.3871487638,-0.03939001571,1.530984285,-0.8838566992,0.3014879847
2200,Pau Gasol,2017,36.87712189,1610612759,San Antonio Spurs,-1.253346885,-1.599617642,0.3462707572,-1.151737738,1.355423956,-1.652978605,0.2741317051
2200,Pau Gasol,2018,37.79980287,1610612759,San Antonio Spurs,-2.16245211,-2.689965123,0.5275130129,-0.9598025981,0.8771870599,-2.887204321,0.5035952267
2200,Pau Gasol,2019,38.88402147,1610612749,Milwaukee Bucks,-2.117671691,-3.187529095,1.069857404,-2.737365228,0.5169323021,-3.238389035,1.107339405
2200,Pau Gasol,2020,39.37137225,1610612757,Portland Trail Blazers,-2.276214797,-3.34032732,1.064112523,-2.785232744,0.9294943862,-3.40304243,1.073238094
2201,Eddy Curry,2002,19.36534881,1610612741,Chicago Bulls,-1.831753074,-1.042224158,-0.7895289157,-0.8570433336,-0.4824232542,-1.909988095,-1.652993756
2201,Eddy Curry,2003,20.35921586,1610612741,Chicago Bulls,-1.279667535,-0.6196506279,-0.6600169075,-0.6570027997,-0.5264660426,-0.5484290209,-0.8128065327
2201,Eddy Curry,2004,21.35855876,1610612741,Chicago Bulls,-1.502181989,-1.081518322,-0.4206636679,-1.063275809,-1.030886325,-1.100898448,-0.03169777557
2201,Eddy Curry,2005,22.36337751,1610612741,Chicago Bulls,-0.2050436551,-0.6979349512,0.4928912961,0.3983618387,-1.102187468,-1.546264898,1.233467988
2201,Eddy Curry,2006,23.37093418,1610612752,New York Knicks,-2.298786563,-1.468162395,-0.8306241679,-1.064691894,-0.1426041712,-1.714534025,-1.082700007
2201,Eddy Curry,2007,24.36753915,1610612752,New York Knicks,-2.716761626,-1.382480363,-1.334281264,-0.5638826098,-1.68780463,-1.759523222,-1.236582392
2201,Eddy Curry,2008,25.36414412,1610612752,New York Knicks,-3.82647974,-1.84821711,-1.97826263,-1.203182984,-1.932376392,-2.10963971,-1.98942083
2201,Eddy Curry,2009,26.3607491,1610612752,New York Knicks,-3.08658786,-1.984111964,-1.102475896,-1.388455873,-0.7675911602,-2.225273159,-1.183826061
2201,Eddy Curry,2010,27.35735407,1610612752,New York Knicks,-3.676011056,-3.056930217,-0.6190808385,-2.729075708,-0.4388901476,-3.188961914,-0.6626200587
2201,Eddy Curry,2011,28.23622823,1610612750,Minnesota Timberwolves,-2.674957907,-2.46303687,-0.2119210371,-2.48752298,0.1114984029,-2.453175963,-0.290068416
2201,Eddy Curry,2012,29.54495674,1610612748,Miami Heat,-4.16717161,-3.450994981,-0.716176629,-3.379267989,-0.3578424223,-3.479700705,-0.802221582
2201,Eddy Curry,2013,29.90636294,1610612742,Dallas Mavericks,-4.154274141,-3.311062509,-0.8432116313,-3.179688287,-0.6658474539,-3.363572291,-0.8857467073
2202,Jason Richardson,2002,21.23809002,1610612744,Golden State Warriors,-1.411235996,0.3056755878,-1.716911584,0.2870135647,-1.614479669,0.3418422993,-1.836018462
2202,Jason Richardson,2003,22.234695,1610612744,Golden State Warriors,-1.008289292,1.07354702,-2.081836312,0.9975962354,-1.549690994,1.145534873,-2.384463856
2202,Jason Richardson,2004,23.23129997,1610612744,Golden State Warriors,0.2122490907,1.243540128,-1.031291038,1.581081759,-0.6608677963,1.03365881,-1.169487179
2202,Jason Richardson,2005,24.24707042,1610612744,Golden State Warriors,0.987620155,2.395191772,-1.407571616,2.402137149,-0.9100897398,2.391951038,-1.546847508
2202,Jason Richardson,2006,25.24367539,1610612744,Golden State Warriors,1.614071635,2.754030349,-1.139958714,3.238773312,-1.18560083,2.575352908,-1.129864436
2202,Jason Richardson,2007,26.31420436,1610612744,Golden State Warriors,1.032387908,1.593042226,-0.5606543176,2.160369757,-0.8675740971,1.412330137,-0.5019960174
2202,Jason Richardson,2008,27.23688534,1610612766,Charlotte Hornets,0.529463533,1.475436263,-0.94597273,2.721512556,-0.5032589355,1.142394356,-1.016967859
2202,Jason Richardson,2009,28.23349031,1610612756,Phoenix Suns,0.2545742264,1.647855383,-1.393281157,2.385350839,-0.7793840123,1.473380773,-1.480421598
2202,Jason Richardson,2010,29.35330194,1610612756,Phoenix Suns,1.272837606,2.583399092,-1.310561486,3.628025307,-1.206274404,2.366772783,-1.323537223
2202,Jason Richardson,2011,30.26776914,1610612753,Orlando Magic,0.6764250344,1.204421866,-0.5279968321,1.580336701,-0.8388763779,1.134482271,-0.4932930306
2202,Jason Richardson,2012,31.29722922,1610612753,Orlando Magic,0.5893020538,1.189692706,-0.6003906519,0.5655019479,-0.2949725932,1.299266177,-0.6325593918
2202,Jason Richardson,2013,32.23907568,1610612755,Philadelphia 76ers,0.1886846465,0.07093138215,0.1177532644,-0.3574231046,-0.2549469394,0.1437888386,0.1557881019
2202,Jason Richardson,2014,33.23568065,1610612755,Philadelphia 76ers,-0.4927586737,-0.9342902255,0.4415315518,-1.301226074,-0.08901374586,-0.8718792704,0.4956748123
2202,Jason Richardson,2015,34.23228562,1610612755,Philadelphia 76ers,-2.088046806,-2.053506602,-0.03454020423,-0.5967934091,-0.9656283257,-2.297872366,0.05917463052
2203,Shane Battier,2002,23.60365787,1610612763,Memphis Grizzlies,0.6426000154,0.1464074371,0.4961925783,0.2477639495,0.566483976,-0.02698493728,0.4240433377
2203,Shane Battier,2003,24.60026284,1610612763,Memphis Grizzlies,2.377409514,1.28774218,1.089667333,1.889524315,2.105552818,0.7126170934,0.5071363535
2203,Shane Battier,2004,25.626985,1610612763,Memphis Grizzlies,2.956638449,1.196456257,1.760182193,1.415850986,2.55537224,1.044146403,1.428956514
2203,Shane Battier,2005,26.64275545,1610612763,Memphis Grizzlies,3.15954898,1.118426115,2.041122865,1.180134146,2.043422522,1.086392461,2.040406591
2203,Shane Battier,2006,27.64209835,1610612763,Memphis Grizzlies,4.006930807,0.7706578205,3.236272987,0.4799380773,2.552554343,0.888831774,3.403026853
2203,Shane Battier,2007,28.65239295,1610612745,Houston Rockets,2.581454059,0.3335777669,2.247876292,0.9625846326,1.733783252,0.1289927494,2.34820181
2203,Shane Battier,2008,29.64625999,1610612745,Houston Rockets,3.301250334,0.459600306,2.841650028,1.17773016,1.053980472,0.2637938809,3.134107318
2203,Shane Battier,2009,30.68667178,1610612745,Houston Rockets,2.83792906,0.3106008404,2.52732822,1.299646582,2.048527261,0.07184507898,2.596677785
2203,Shane Battier,2010,31.59566313,1610612745,Houston Rockets,1.122062731,-0.2471239171,1.369186648,0.918352572,1.007789895,-0.5023806001,1.416677406
2203,Shane Battier,2011,32.67988172,1610612763,Memphis Grizzlies,1.665593604,0.01508830194,1.650505302,0.2929670208,1.741033325,-0.03950530288,1.639833917
2203,Shane Battier,2012,33.7832658,1610612748,Miami Heat,0.4862114505,-0.7652069017,1.251418352,0.3299414579,1.358516819,-0.9640355799,1.239751853
2203,Shane Battier,2013,34.77987077,1610612748,Miami Heat,0.4747624941,-0.4252688066,0.9000313007,-0.1154120194,1.17224505,-0.4776714427,0.8724094083
2203,Shane Battier,2014,35.76552404,1610612748,Miami Heat,-0.7301766611,-1.354625637,0.6244489758,-1.288394566,1.269602344,-1.365249465,0.5623572847
2204,Eddie Griffin,2002,19.88281678,1610612745,Houston Rockets,-1.721354715,-1.353484339,-0.3678703754,-1.369451896,-0.0730543534,-1.307448425,-0.8778591695
2204,Eddie Griffin,2003,20.87942175,1610612745,Houston Rockets,-0.5754126215,-0.8443611066,0.2689484851,-0.9056363923,-0.4565131921,-0.7567122927,0.8915732975
2204,Eddie Griffin,2005,22.89179717,1610612750,Minnesota Timberwolves,-0.316419004,-0.2117162037,-0.1047028003,-0.7780890572,0.551225368,0.3681679506,-0.5076483322
2204,Eddie Griffin,2006,23.88840215,1610612750,Minnesota Timberwolves,-1.634273043,-2.229338908,0.5950658651,-2.027828163,0.9951032341,-2.39465393,0.3981567045
2204,Eddie Griffin,2007,24.79465557,1610612750,Minnesota Timberwolves,-2.773942341,-2.67936523,-0.09457711092,-2.293418204,1.303441095,-2.98905191,-0.7676450537
2205,DeSagana Diop,2002,20.07447158,1610612739,Cleveland Cavaliers,-2.070265287,-3.273986862,1.203721574,-3.301588208,1.251237808,-1.886984529,-0.228928689
2205,DeSagana Diop,2003,21.20797284,1610612739,Cleveland Cavaliers,-1.635095659,-3.401483191,1.766387532,-3.347738152,2.18469417,-3.664488027,0.5381811057
2205,DeSagana Diop,2004,22.20457781,1610612739,Cleveland Cavaliers,-2.079536951,-3.58853782,1.50900087,-3.598282999,1.686741859,-3.559555878,1.191842227
2205,DeSagana Diop,2005,23.22034826,1610612739,Cleveland Cavaliers,-2.358099223,-3.696731605,1.338632381,-3.617929599,1.371795194,-3.895275333,1.288499634
2205,DeSagana Diop,2006,24.38670463,1610612742,Dallas Mavericks,0.4441994141,-2.016207108,2.460406522,-1.587888455,2.363610301,-2.592368868,2.538530994
2205,DeSagana Diop,2007,25.25462709,1610612742,Dallas Mavericks,0.4105557812,-2.34014013,2.750695911,-1.721062933,2.906922611,-2.934463747,2.660707892
2205,DeSagana Diop,2008,26.21016318,1610612751,Brooklyn Nets,0.2793215757,-2.16841014,2.447731716,-1.776508459,2.259976836,-2.47327337,2.535365266
2205,DeSagana Diop,2009,27.20676815,1610612766,Charlotte Hornets,-1.075119025,-2.513238173,1.438119149,-2.510896365,2.106164551,-2.514825786,1.166381078
2205,DeSagana Diop,2010,28.23622823,1610612766,Charlotte Hornets,-0.8078053297,-2.653003932,1.845198603,-2.642474339,2.017944238,-2.659905868,1.777259837
